title,partner,rating,reviews,metadata,link,category,scraped_at,source_domain,num_ratings,duration_hours,level_enc,title_clean,popularity_score,id
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,4.8,6.9K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/vital-signs,Health,2026-01-28T18:46:47.851717,coursera,6900,20.0,0,vital signs understanding what the body is telling us,42.42922371657889,104
Talent Acquisition,HRCI,4.8,2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/talent-acquisition,Human Resources,2026-01-28T23:14:28.019537,coursera,2000,5.0,1,talent acquisition,36.48673120600192,136
Build a free website with WordPress,Coursera,4.5,2.3K reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-free-website-wordpress,Graphic Design,2026-01-29T02:38:32.653458,coursera,2300,0.0,2,build a free website with wordpress,34.834945905159145,539
Finance for Non-Finance Professionals,Rice University,4.8,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/finance-for-non-finance,Finance,2026-01-29T02:34:54.258765,coursera,2800,20.0,1,finance for nonfinance professionals,38.10111252124853,452
Generative AI HR Professional,Vanderbilt University,4.8,8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-hr-professional,Human Resources,2026-01-29T02:37:21.182120,coursera,8000,20.0,1,generative ai hr professional,43.1391447016806,648
Genomic Data Science,Johns Hopkins University,4.5,6.8K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/genomic-data-science,Data Science,2026-01-29T02:27:10.558875,coursera,6800,20.0,2,genomic data science,39.71171222629037,307
Arranging for Songwriters,Berklee,4.5,82 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/arranging-for-songwriters,Music Production,2026-01-29T02:40:45.870240,coursera,82,5.0,2,arranging for songwriters,19.88478273508469,749
Greek and Roman Mythology,University of Pennsylvania,4.8,2.6K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/mythology,History,2026-01-28T23:17:33.822819,coursera,2600,20.0,0,greek and roman mythology,37.74552607415352,122
Project Management: The Basics for Success,University of California,4.6,11K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-basics,Project Management,2026-01-29T02:33:21.738320,coursera,11000,5.0,0,project management the basics for success,42.8064107010014,886
First Step Korean,Yonsei University,4.9,53K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-korean,Language Learning,2026-01-28T23:16:52.640044,coursera,53000,20.0,1,first step korean,53.30252369537588,152
Financial Management,Duke University,4.8,367 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-financial-management,Finance,2026-01-28T23:13:55.499107,coursera,367,20.0,1,financial management,28.35879810321087,80
Behavioral Finance,Duke University,4.4,4.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/duke-behavioral-finance,Finance,2026-01-29T02:35:15.727193,coursera,4500,5.0,1,behavioral finance,37.013041442488905,468
Create a Project Management Tracker using Microsoft Excel,Coursera,4.6,899 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-project-management-tracker-microsoft-excel,Project Management,2026-01-29T02:32:55.518877,coursera,899,0.0,1,create a project management tracker using microsoft excel,31.29101591129183,861
How to Series on Personal Development Topics,Coursera,4.8,17 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-series-on-personal-development-topics,Personal Development,2026-01-28T23:16:17.725765,coursera,17,5.0,1,how to series on personal development topics,13.87378443790159,195
Russian History: from Lenin to Putin,University of California,4.7,814 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/russian-history-lenin-putin,History,2026-01-28T23:17:33.736950,coursera,814,5.0,1,russian history from lenin to putin,31.504984132232057,121
Basics of entrepreneurship: thinking and doing ,ESSEC Business School,4.8,127 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/basics-of-entrepreneurship-thinking-and-doing,Entrepreneurship,2026-01-28T23:14:10.566949,coursera,127,5.0,1,basics of entrepreneurship thinking and doing ,23.28974526681416,10
Finance for Everyone,McMaster University,4.7,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/finance-for-everyone,Finance,2026-01-29T02:35:17.778099,coursera,1400,20.0,1,finance for everyone,34.051225267783934,475
Introduction to Project Management,Coursera,4.6,2.2K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-project-management,Project Management,2026-01-29T02:32:56.632827,coursera,2200,0.0,1,introduction to project management,35.404668575021724,865
DaVinci Resolve,Skillshare,4.3,28 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/davinciresolve,Video Editing,2026-01-28T23:15:43.641062,coursera,28,20.0,1,davinci resolve,14.47937206894184,234
Machine Learning,DeepLearning.AI,4.9,38K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/machine-learning-introduction,Machine Learning,2026-01-28T23:12:20.376638,coursera,38000,20.0,1,machine learning,51.672301995343545,161
Health Across the Gender Spectrum,Stanford University,4.8,2.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/health-gender-spectrum,Psychology,2026-01-29T02:48:00.565231,coursera,2400,5.0,1,health across the gender spectrum,37.361474861862014,926
Creating Sounds for Electronic Music,Berklee,4.7,262 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/music-synthesizer,Music Production,2026-01-29T02:40:58.833332,coursera,262,5.0,2,creating sounds for electronic music,26.18912395123549,766
The Art of Filmmaking: Composition and Moving Image ,California Institute of the Arts,4.8,11 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/composition-moving-image,Photography,2026-01-29T02:39:52.511182,coursera,11,20.0,1,the art of filmmaking composition and moving image ,11.9275519189824,830
Svelte 5 & SvelteKit For Hands-On Modern Web Development,Packt,0.0,6 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-svelte-5-sveltekit-for-hands-on-modern-web-development,Web Development,2026-01-29T02:29:47.663485,coursera,6,20.0,2,svelte 5  sveltekit for handson modern web development,0.0,994
Reconstructing America's Story,University of Pennsylvania,4.8,24 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/reconstructing-americas-story,History,2026-01-29T02:48:42.507059,coursera,24,20.0,1,reconstructing americas story,15.450603959367362,603
Introduction to Front-End Development,Meta,4.8,14K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-front-end-development,Web Development,2026-01-28T23:12:35.347365,coursera,14000,5.0,1,introduction to frontend development,45.82504336616604,243
Understanding Fitness Programming,National Academy of Sports Medicine,4.8,32 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/understanding-fitness-programming,Health and Fitness,2026-01-29T02:45:44.908285,coursera,32,20.0,1,understanding fitness programming,16.783236295039103,591
Google UX Design,Google,4.8,"Skills you'll gain: Responsive Web Design, Storyboarding, Wireframing, User Experience Design, UI/UX Research, Usability Testing, Information Architecture, Presentations, User Research, Web Design, Figma (Design Software), Design Reviews, Web Content Accessibility Guidelines, User Story, Data Ethics, User Centered Design, Usability, Persona (User Experience), Interviewing Skills, Applicant Tracking Systems",Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-ux-design,Graphic Design,2026-01-28T23:14:49.263328,coursera,0,20.0,1,google ux design,0.0,38
Psychological First Aid,Johns Hopkins University,4.8,20K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/psychological-first-aid,Psychology,2026-01-28T23:17:10.536912,coursera,20000,20.0,0,psychological first aid,47.53698024617362,225
"Our Earth: Its Climate, History, and Processes",University of Manchester,4.7,471 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/our-earth,History,2026-01-29T02:48:56.232586,coursera,471,20.0,1,our earth its climate history and processes,28.93780123225211,620
فن رواية القصص | The Art of Storytelling,Alfaisal University | KLD,4.3,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-art-of-storytelling,Personal Development,2026-01-29T02:44:20.156854,coursera,13,5.0,1,فن رواية القصص  the art of storytelling,11.34794651734561,799
What is Technology Entrepreneurship and Innovation?,Arizona State University,4.8,57 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/what-is-technology-entrepreneurship-and-innovation,Entrepreneurship,2026-01-29T02:36:31.092467,coursera,57,20.0,1,what is technology entrepreneurship and innovation,19.49012645062281,439
HR Competencies & Leadership for SHRM Exams Prep,Board Infinity,0.0,128 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/shrm,Human Resources,2026-01-29T02:37:09.935834,coursera,128,20.0,2,hr competencies  leadership for shrm exams prep,0.0,638
Data Science Foundations,IBM,4.6,117K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-foundations,Data Science,2026-01-29T02:27:09.212397,coursera,117000,20.0,1,data science foundations,53.6817136994588,302
Game Design and Development 2: 2D Platformer,Michigan State University,4.7,125 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-design-and-development-2,Game Design,2026-01-29T02:42:55.195997,coursera,125,5.0,2,game design and development 2 2d platformer,22.730524962671947,494
Introduction to Computer Science and Programming,University of London,4.2,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-computer-science-programming,Computer Science,2026-01-28T18:45:55.393223,coursera,1500,20.0,1,introduction to computer science and programming,30.71832469286054,12
"Introduction to Web Development with HTML, CSS, JavaScript",IBM,4.6,2.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,Web Development,2026-01-29T02:29:22.660076,coursera,2300,20.0,1,introduction to web development with html css javascript,35.60905581416268,970
"Pathway to Wellness: Mind, Movement & Nutrition",American Council on Exercise,4.6,21 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ace-pathway-to-wellness,Health and Fitness,2026-01-28T23:16:34.341983,coursera,21,20.0,2,pathway to wellness mind movement  nutrition,14.218795285448254,117
Growing your Influence,Coursera,4.5,33 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/growing-your-influence,Personal Development,2026-01-29T02:44:45.686539,coursera,33,5.0,2,growing your influence,15.868622360772727,818
Nutrition Mastery for Fitness and Wellness,National Academy of Sports Medicine,4.8,30 reviews,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/nutrition-mastery-for-fitness-and-wellness,Health and Fitness,2026-01-28T23:16:33.756659,coursera,30,5.0,2,nutrition mastery for fitness and wellness,16.483138581528703,112
Data Science Coding Challenge: Loan Default Prediction,Coursera,4.7,108 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-coding-challenge-loan-default-prediction,Data Science,2026-01-29T02:27:23.206204,coursera,108,0.0,2,data science coding challenge loan default prediction,22.049335046476976,321
Developing An Entrepreneurial Mindset: First Step Towards Success ,Michigan State University,4.6,950 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/entrepreneurial-mindset,Entrepreneurship,2026-01-29T02:36:21.780003,coursera,950,20.0,0,developing an entrepreneurial mindset first step towards success ,31.544564687708792,435
Advanced Project Management and Leadership,Johns Hopkins University,4.8,38 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-project-management-and-leadership,Project Management,2026-01-29T02:33:08.462310,coursera,38,20.0,2,advanced project management and leadership,17.585095901422303,871
Game Design: Art and Concepts,California Institute of the Arts,4.7,4.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/game-design,Game Design,2026-01-28T23:15:59.939752,coursera,4200,20.0,1,game design art and concepts,39.2124659944961,85
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,4.7,35K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/web-design,Web Development,2026-01-28T23:12:36.196793,coursera,35000,20.0,1,web design for everybody basics of web development  coding,49.17671998401224,249
Benjamin Franklin and His World,University of Pennsylvania,4.5,24 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/benjamin-franklin-and-his-world,History,2026-01-29T02:49:07.305309,coursera,24,5.0,1,benjamin franklin and his world,14.484941211906902,631
Breast Cancer Prediction Using Machine Learning,Coursera,4.2,57 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/breast-cancer-prediction-using-machine-learning,Machine Learning,2026-01-29T02:28:40.943327,coursera,57,0.0,2,breast cancer prediction using machine learning,17.05386064429496,741
"Brand Management: Aligning Business, Brand and Behaviour",University of London,4.9,7.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/brand,Business,2026-01-28T18:45:40.115375,coursera,7800,20.0,1,brand management aligning business brand and behaviour,43.913835326982735,8
Cybersecurity Best Practices,Coursera,4.8,61 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-best-practices,Cybersecurity,2026-01-29T02:30:55.556911,coursera,61,5.0,1,cybersecurity best practices,19.81024504821644,286
Learn English: Advanced Academic Speaking and Listening,University of California,4.5,1.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/speaklistenenglish,Language Learning,2026-01-29T02:46:30.423515,coursera,1400,20.0,2,learn english advanced academic speaking and listening,32.60223695851653,675
"Less Stress, Better Health",American Psychological Association,4.9,8 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/less-stress-better-health,Health and Fitness,2026-01-29T02:45:43.675953,coursera,8,20.0,1,less stress better health,10.766400428947478,585
Extraordinary Human Capital Management,University of Michigan,4.7,67 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/extraordinary-human-capital-management,Human Resources,2026-01-29T02:37:34.659155,coursera,67,20.0,2,extraordinary human capital management,19.831686214327704,651
Front-End Web Development for Beginners,University of Washington,4.6,17 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/uw-html,Web Development,2026-01-29T02:29:35.001385,coursera,17,20.0,1,frontend web development for beginners,13.295710086322355,978
Applied Data Science with Python,University of Michigan,4.5,34K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-python,Data Science,2026-01-29T02:26:58.192730,coursera,34000,20.0,2,applied data science with python,46.95365346718719,296
How to Make Money with Your Music Copyrights,Berklee,4.9,36 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-make-money-with-your-music-copyrights,Music Production,2026-01-29T02:40:59.551670,coursera,36,5.0,2,how to make money with your music copyrights,17.6934977719567,769
DevOps and Jenkins Fundamentals,LearnKartS,3.6,34 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/copy-of-jenkins-from-zero-to-hero,DevOps,2026-01-29T02:31:58.605076,coursera,34,5.0,1,devops and jenkins fundamentals,12.799253021361888,354
Payroll & HR Management ,Tally Education and Distribution Services Private Limited,4.4,55 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/payroll-hr--management,Human Resources,2026-01-29T02:37:19.924840,coursera,55,5.0,2,payroll  hr management ,17.71154743923466,644
Arizona State University TESOL,Arizona State University,4.9,22K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/arizona-state-university-tesol,Language Learning,2026-01-29T02:46:18.969930,coursera,22000,20.0,1,arizona state university tesol,48.99433161067912,672
Digital Marketing Dynamics: Strategy & Case Studies,EDUCBA,4.8,29 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/digital-marketing-dynamics-strategy-case-studies,Digital Marketing,2026-01-29T02:34:13.336533,coursera,29,20.0,1,digital marketing dynamics strategy  case studies,16.325747431978346,395
Pro Tools Basics,Berklee,4.7,609 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/protools,Music Production,2026-01-29T02:40:48.100939,coursera,609,5.0,1,pro tools basics,30.14325709868658,759
Preparatory Certificate in Finance and Financial Markets,Corporate Finance Institute,4.7,689 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/finance-and-financial-markets,Finance,2026-01-28T23:13:55.149622,coursera,689,20.0,1,preparatory certificate in finance and financial markets,30.72245050867913,78
Human Capital: Strategic HR and Managing Talent,University of Michigan,4.8,39 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/human-capital-strategic-hr-and-managing-talent,Human Resources,2026-01-29T02:37:47.183901,coursera,39,5.0,2,human capital strategic hr and managing talent,17.706621379746892,662
Producción musical con software libre,Universidad Nacional Autónoma de México,4.8,234 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prodmusical,Music Production,2026-01-29T02:40:47.988838,coursera,234,20.0,1,producción musical con software libre,26.20601046789196,758
Project Management: Creating the WBS,Coursera,4.6,553 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/project-management-creating-the-wbs,Project Management,2026-01-29T02:32:56.086857,coursera,553,0.0,1,project management creating the wbs,29.058957559037506,864
Foundations of Machine Learning,Coursera,4.6,10 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-machine-learning-1,Machine Learning,2026-01-28T23:12:21.197110,coursera,10,5.0,2,foundations of machine learning,11.030318254872505,169
Corporate Finance Fundamentals,Corporate Finance Institute,4.8,195 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/corporate-finance-fundamentals,Finance,2026-01-28T23:13:55.574149,coursera,195,20.0,1,corporate finance fundamentals,25.33495036430648,81
The Art of Filmmaking,California Institute of the Arts,4.8,18 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/filmmaking,Music Production,2026-01-29T02:41:10.068858,coursera,18,20.0,1,the art of filmmaking,14.133307099998913,775
CompTIA IT Fundamentals+ (FC0-U61),Packt,4.5,12 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-comptia-it-fundamentals-fc0-u61,Information Technology,2026-01-28T18:46:12.350429,coursera,12,20.0,1,comptia it fundamentals fc0u61,11.542272108576917,150
Innovation for Entrepreneurs: From Idea to Marketplace,University of Maryland,4.6,699 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/innovative-entrepreneur,Entrepreneurship,2026-01-29T02:36:32.196949,coursera,699,20.0,0,innovation for entrepreneurs from idea to marketplace,30.13496954119966,445
DevOps Capstone Project,IBM,4.8,168 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/devops-capstone-project,DevOps,2026-01-29T02:32:10.190574,coursera,168,20.0,2,devops capstone project,24.623513831630756,363
Deploying Microservices to Kubernetes using Azure DevOps,Whizlabs,4.1,7 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/deploying-microservices-to-kubernetes-using-azure-devops,DevOps,2026-01-29T02:32:11.374946,coursera,7,5.0,2,deploying microservices to kubernetes using azure devops,8.525710320887326,369
Project Management Fundamentals,Microsoft,4.6,549 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-fundamentals-microsoft,Project Management,2026-01-28T23:13:23.496228,coursera,549,5.0,1,project management fundamentals,29.02562407984197,219
History of Mental Illness,Wesleyan University,4.6,151 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/history-mental-illness,History,2026-01-29T02:48:54.894952,coursera,151,20.0,1,history of mental illness,23.10985039589287,616
The Psychology of Emotions: an introduction to embodied cognition ,University of Cambridge,4.7,22 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/the-psychology-of-emotions,Psychology,2026-01-29T02:48:00.308623,coursera,22,20.0,0,the psychology of emotions an introduction to embodied cognition ,14.736822814867004,924
Data & Finance for the future,Fundação Instituto de Administração,4.8,490 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-and-financefia,Finance,2026-01-29T02:35:29.446388,coursera,490,20.0,2,data  finance for the future,29.742931813413698,488
IBM Digital Marketing and Growth Hacking with GenAI,IBM,4.8,147 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-digital-marketing-and-growth-hacking,Digital Marketing,2026-01-28T23:13:38.480110,coursera,147,20.0,1,ibm digital marketing and growth hacking with genai,23.98661891406775,61
Data Science Fundamentals,University of California,4.3,259 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals,Data Science,2026-01-29T02:27:32.905112,coursera,259,20.0,1,data science fundamentals,23.910931013366767,326
Adobe Content Creator: Launching Your Creative Career,Adobe,4.7,2.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/adobe-content-creator,Video Editing,2026-01-28T23:15:44.073221,coursera,2500,20.0,1,adobe content creator launching your creative career,36.77489587512481,238
Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,4.8,3.4K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ecology-conservation,History,2026-01-29T02:49:05.787721,coursera,3400,20.0,2,ecology ecosystem dynamics and conservation,39.032758968034535,625
"Photography Techniques: Light, Content, and Sharing",Michigan State University,4.8,1.1K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/photography-techniques,Photography,2026-01-28T23:15:07.146345,coursera,1100,5.0,0,photography techniques light content and sharing,33.619075856268864,203
Project Finance Fundamentals: Analyze & Structure Deals,EDUCBA,4.8,13 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-finance-fundamentals-analyze-structure-deals,Finance,2026-01-29T02:35:28.567767,coursera,13,5.0,0,project finance fundamentals analyze  structure deals,12.66747518215324,485
Introduction to Corporate Finance,University of Pennsylvania,4.6,6.4K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-finance,Finance,2026-01-28T23:13:54.735504,coursera,6400,5.0,0,introduction to corporate finance,40.315363732853214,74
Engineering Project Management,Rice University,4.7,4.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/engineering-project-management,Project Management,2026-01-29T02:32:55.161319,coursera,4800,20.0,1,engineering project management,39.83992369009543,859
Organizational Behavior: How to Manage People,IESE Business School,4.7,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/managing-people-iese,Psychology,2026-01-29T02:48:11.002722,coursera,1400,5.0,1,organizational behavior how to manage people,34.051225267783934,928
HR Management Fundamentals: Recruitment to Development,Coursera,4.7,35 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hr-management-fundamentals-recruitment-to-development,Human Resources,2026-01-29T02:37:46.674313,coursera,35,5.0,2,hr management fundamentals recruitment to development,16.842539010743717,659
Human Capital: Foundations and Essentials,University of Michigan,4.5,17 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/human-capital-foundations-and-essentials,Human Resources,2026-01-29T02:37:35.775271,coursera,17,5.0,2,human capital foundations and essentials,13.00667291053274,655
DevOps on AWS and Project Management,Amazon Web Services,4.8,119 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/devops-and-project-management-aws,DevOps,2026-01-29T02:31:58.003191,coursera,119,5.0,1,devops on aws and project management,22.97996036535382,351
"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",Goldman Sachs,4.7,1.3K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/10k-women-2,Finance,2026-01-29T02:35:04.219588,coursera,1300,5.0,0,fundamentals of business finance with goldman sachs 10000 women,33.70317584900877,457
User Experience in Game Design,Epic Games,4.1,23 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/user-experience-in-game-design,Game Design,2026-01-29T02:42:55.901855,coursera,23,5.0,1,user experience in game design,13.030020704426576,499
An Introduction to Learning Experience Design (LXD),University of Michigan,4.8,117 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-to-learning-experience-design,Game Design,2026-01-29T02:42:45.082725,coursera,117,20.0,1,an introduction to learning experience design lxd,22.899286197435192,493
IBM Applied DevOps Engineering,IBM,4.7,7.9K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,DevOps,2026-01-28T23:13:07.098753,coursera,7900,20.0,2,ibm applied devops engineering,42.18129967979685,49
Modern Project Management with Microsoft Tools,Microsoft,4.6,758 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/modern-project-management-with-microsoft-tools,Project Management,2026-01-29T02:33:20.306752,coursera,758,20.0,1,modern project management with microsoft tools,30.507208176019898,880
Google Advanced Data Analytics,Google,4.8,9.9K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,Data Science,2026-01-29T02:27:09.451161,coursera,9900,20.0,3,google advanced data analytics,44.16187699738807,303
IBM Data Engineering,IBM,4.6,62K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-engineer,Human Resources,2026-01-29T02:37:47.994523,coursera,62000,20.0,1,ibm data engineering,50.7605666474753,666
Construction Project Management,Columbia University,4.8,7.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/construction-project-management,Project Management,2026-01-29T02:32:45.212719,coursera,7300,20.0,1,construction project management,42.69967969946921,855
Create and Design Digital Products using Canva,Coursera,4.4,1.3K reviews,Advanced · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-design-digital-products-canva,Digital Marketing,2026-01-29T02:34:01.989966,coursera,1300,0.0,3,create and design digital products using canva,31.551909305455023,384
Supervised Machine Learning: Regression and Classification ,DeepLearning.AI,4.9,32K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning,Machine Learning,2026-01-28T23:12:21.056372,coursera,32000,5.0,1,supervised machine learning regression and classification ,50.83025991333861,167
Office of the CISO Institute: Cybersecurity Essentials,Google,4.6,85 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gcat-cybersecurity-essentials,Cybersecurity,2026-01-29T02:30:54.294311,coursera,85,20.0,1,office of the ciso institute cybersecurity essentials,20.48999756276613,280
Corporate Entrepreneurship: Innovating within Corporations,University of Maryland,4.6,300 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/corporate-entrepreneurship,Entrepreneurship,2026-01-29T02:36:19.960738,coursera,300,20.0,1,corporate entrepreneurship innovating within corporations,26.252707217844826,427
Social Entrepreneurship,University of Pennsylvania,4.7,405 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-social-entrepreneurship,Entrepreneurship,2026-01-29T02:36:19.848693,coursera,405,5.0,0,social entrepreneurship,28.229859850128143,426
Music Education for Teachers,Berklee,4.8,3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/music-education,Music Production,2026-01-29T02:40:46.977741,coursera,3000,20.0,2,music education for teachers,38.43216405811376,755
Legal Aspects of Entrepreneurship,University of Maryland,4.8,268 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/legal-aspects-of-entrepreneurship,Entrepreneurship,2026-01-29T02:36:10.253539,coursera,268,20.0,1,legal aspects of entrepreneurship,26.854614622088828,422
"Applied Public History: Places, People, Stories",University of London,4.8,113 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/uol-public-history,History,2026-01-29T02:48:54.515554,coursera,113,20.0,1,applied public history places people stories,22.733752552293577,614
